sample_id,condition,modality,content_positions,requested_fraction,interval_position_budget,originally_available,newly_removed_observations,actual_removed_fraction_of_available
272624$_$6,audio_30_back,audio,35,0.3,10,35,10,0.2857142857142857
272624$_$9,audio_30_back,audio,47,0.3,14,47,14,0.2978723404255319
272624$_$8,audio_30_back,audio,43,0.3,13,43,13,0.3023255813953488
273539$_$3,audio_30_back,audio,30,0.3,9,30,9,0.3
273539$_$2,audio_30_back,audio,3,0.3,1,3,1,0.3333333333333333
273539$_$9,audio_30_back,audio,46,0.3,14,46,14,0.30434782608695654
290546$_$3,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
290546$_$5,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
290546$_$7,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
290546$_$6,audio_30_back,audio,8,0.3,2,8,2,0.25
2S00zYaVrtc$_$10,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
2S00zYaVrtc$_$12,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
2S00zYaVrtc$_$20,audio_30_back,audio,16,0.3,5,16,5,0.3125
2S00zYaVrtc$_$17,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
2S00zYaVrtc$_$5,audio_30_back,audio,25,0.3,8,25,8,0.32
2S00zYaVrtc$_$4,audio_30_back,audio,20,0.3,6,20,6,0.3
2Xt31_d0XEE$_$2,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
31474$_$11,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
31474$_$14,audio_30_back,audio,16,0.3,5,16,5,0.3125
31474$_$0,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
31474$_$3,audio_30_back,audio,25,0.3,8,25,8,0.32
31474$_$6,audio_30_back,audio,16,0.3,5,16,5,0.3125
31474$_$9,audio_30_back,audio,8,0.3,2,8,2,0.25
31474$_$8,audio_30_back,audio,8,0.3,2,8,2,0.25
32681$_$1,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
32681$_$3,audio_30_back,audio,39,0.3,12,39,12,0.3076923076923077
32681$_$5,audio_30_back,audio,39,0.3,12,39,12,0.3076923076923077
32681$_$6,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
33170$_$1,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
33170$_$3,audio_30_back,audio,34,0.3,10,34,10,0.29411764705882354
33170$_$4,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
3MFNIag0wNE$_$12,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
3MFNIag0wNE$_$14,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
3MFNIag0wNE$_$16,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
3MFNIag0wNE$_$7,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
3V2qm0rw920$_$11,audio_30_back,audio,20,0.3,6,20,6,0.3
3V2qm0rw920$_$13,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
3V2qm0rw920$_$3,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
3j94B0pzSVs$_$12,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
3j94B0pzSVs$_$17,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
3j94B0pzSVs$_$1,audio_30_back,audio,34,0.3,10,34,10,0.29411764705882354
3j94B0pzSVs$_$0,audio_30_back,audio,30,0.3,9,30,9,0.3
4cFeG2ydm9A$_$8,audio_30_back,audio,16,0.3,5,16,5,0.3125
4dV3slGSc60$_$10,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
4dV3slGSc60$_$12,audio_30_back,audio,20,0.3,6,20,6,0.3
4dV3slGSc60$_$22,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
4dV3slGSc60$_$9,audio_30_back,audio,20,0.3,6,20,6,0.3
4dV3slGSc60$_$8,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
50103$_$3,audio_30_back,audio,45,0.3,14,45,14,0.3111111111111111
5B0PQx3Ep3k$_$5,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
5O1W39o56gg$_$1,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
5O1W39o56gg$_$2,audio_30_back,audio,16,0.3,5,16,5,0.3125
5O1W39o56gg$_$9,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
5i6AgQSjXO4$_$3,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
5i6AgQSjXO4$_$2,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
5i6AgQSjXO4$_$6,audio_30_back,audio,9,0.3,3,9,3,0.3333333333333333
5kaCGzjYukM$_$0,audio_30_back,audio,34,0.3,10,34,10,0.29411764705882354
5kaCGzjYukM$_$3,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
5kaCGzjYukM$_$2,audio_30_back,audio,36,0.3,11,36,11,0.3055555555555556
5kaCGzjYukM$_$5,audio_30_back,audio,32,0.3,10,32,10,0.3125
5kaCGzjYukM$_$7,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
6KvG5VbLalY$_$9,audio_30_back,audio,37,0.3,11,37,11,0.2972972972972973
6ZA8I83x-oY$_$0,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
6ZA8I83x-oY$_$2,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
6hFiTU77Sm0$_$1,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
6hFiTU77Sm0$_$2,audio_30_back,audio,16,0.3,5,16,5,0.3125
6uPGcKTpC4I$_$1,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
6uPGcKTpC4I$_$2,audio_30_back,audio,31,0.3,9,31,9,0.2903225806451613
6uPGcKTpC4I$_$6,audio_30_back,audio,16,0.3,5,16,5,0.3125
70280$_$11,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
70280$_$3,audio_30_back,audio,25,0.3,8,25,8,0.32
70280$_$4,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
70280$_$6,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
75RGHaxmUK8$_$3,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
75RGHaxmUK8$_$5,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
7_K3F-lAv1k$_$2,audio_30_back,audio,43,0.3,13,43,13,0.3023255813953488
7r4vRxKLFCA$_$6,audio_30_back,audio,37,0.3,11,37,11,0.2972972972972973
80566$_$1,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
80566$_$0,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
80566$_$3,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
80566$_$2,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
80566$_$4,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
80566$_$6,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
80855$_$11,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
80855$_$10,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
80855$_$12,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
80855$_$15,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
80855$_$17,audio_30_back,audio,30,0.3,9,30,9,0.3
80855$_$0,audio_30_back,audio,1,0.3,1,1,1,1.0
80855$_$3,audio_30_back,audio,3,0.3,1,3,1,0.3333333333333333
80855$_$2,audio_30_back,audio,5,0.3,2,5,2,0.4
80855$_$7,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
80855$_$20,audio_30_back,audio,16,0.3,5,16,5,0.3125
830KzUc6CbU$_$0,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
830KzUc6CbU$_$13,audio_30_back,audio,47,0.3,14,47,14,0.2978723404255319
84140$_$0,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
84140$_$5,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
89835$_$1,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
89835$_$0,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
89835$_$4,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
89835$_$7,audio_30_back,audio,41,0.3,12,41,12,0.2926829268292683
8eaYvALnJ0o$_$1,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
8eaYvALnJ0o$_$0,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
8x_nCOh6Wmc$_$6,audio_30_back,audio,47,0.3,14,47,14,0.2978723404255319
96642$_$1,audio_30_back,audio,25,0.3,8,25,8,0.32
96642$_$3,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
96642$_$2,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
96642$_$4,audio_30_back,audio,35,0.3,10,35,10,0.2857142857142857
99501$_$10,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
99501$_$13,audio_30_back,audio,38,0.3,11,38,11,0.2894736842105263
99501$_$1,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
99501$_$0,audio_30_back,audio,1,0.3,1,1,1,1.0
99501$_$5,audio_30_back,audio,39,0.3,12,39,12,0.3076923076923077
99501$_$7,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
9QI-9w_VdB4$_$0,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
AG5EY8ZaFj4$_$3,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
AG5EY8ZaFj4$_$15,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
Arh2TKRi_mg$_$15,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
Arh2TKRi_mg$_$14,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
Arh2TKRi_mg$_$16,audio_30_back,audio,32,0.3,10,32,10,0.3125
Arh2TKRi_mg$_$19,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
Arh2TKRi_mg$_$32,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
Arh2TKRi_mg$_$28,audio_30_back,audio,16,0.3,5,16,5,0.3125
Arh2TKRi_mg$_$3,audio_30_back,audio,32,0.3,10,32,10,0.3125
AxNy9TeTLq8$_$0,audio_30_back,audio,38,0.3,11,38,11,0.2894736842105263
BSKAHXFYF_I$_$1,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
BSKAHXFYF_I$_$3,audio_30_back,audio,32,0.3,10,32,10,0.3125
BSKAHXFYF_I$_$7,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
BSKAHXFYF_I$_$8,audio_30_back,audio,16,0.3,5,16,5,0.3125
Baz0VVQ-E9E$_$10,audio_30_back,audio,9,0.3,3,9,3,0.3333333333333333
Baz0VVQ-E9E$_$1,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
Baz0VVQ-E9E$_$5,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
Baz0VVQ-E9E$_$7,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
CJGuudyvA0Y$_$4,audio_30_back,audio,39,0.3,12,39,12,0.3076923076923077
CPjbogfLHR4$_$2,audio_30_back,audio,16,0.3,5,16,5,0.3125
CPjbogfLHR4$_$5,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
DdUJojoFU_c$_$11,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
DdUJojoFU_c$_$15,audio_30_back,audio,16,0.3,5,16,5,0.3125
DdUJojoFU_c$_$14,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
DdUJojoFU_c$_$17,audio_30_back,audio,20,0.3,6,20,6,0.3
DdUJojoFU_c$_$16,audio_30_back,audio,39,0.3,12,39,12,0.3076923076923077
DdUJojoFU_c$_$2,audio_30_back,audio,44,0.3,13,44,13,0.29545454545454547
DdUJojoFU_c$_$6,audio_30_back,audio,32,0.3,10,32,10,0.3125
DdUJojoFU_c$_$8,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
DlbYiwOnTyk$_$1,audio_30_back,audio,20,0.3,6,20,6,0.3
E8MuzHUhUHk$_$15,audio_30_back,audio,16,0.3,5,16,5,0.3125
E8MuzHUhUHk$_$14,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
E8MuzHUhUHk$_$16,audio_30_back,audio,30,0.3,9,30,9,0.3
E8MuzHUhUHk$_$2,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
E8MuzHUhUHk$_$9,audio_30_back,audio,25,0.3,8,25,8,0.32
EEjCkc82oyk$_$7,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
EEjCkc82oyk$_$9,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
EQxkXiWAm08$_$8,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
ET1cU5_A2YM$_$1,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
ET1cU5_A2YM$_$3,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
ET1cU5_A2YM$_$6,audio_30_back,audio,20,0.3,6,20,6,0.3
EmmuWoCUgXs$_$22,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
EmmuWoCUgXs$_$7,audio_30_back,audio,34,0.3,10,34,10,0.29411764705882354
Es9MkKsMsjU$_$10,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
Es9MkKsMsjU$_$12,audio_30_back,audio,36,0.3,11,36,11,0.3055555555555556
Es9MkKsMsjU$_$2,audio_30_back,audio,43,0.3,13,43,13,0.3023255813953488
Es9MkKsMsjU$_$7,audio_30_back,audio,36,0.3,11,36,11,0.3055555555555556
Ezn3p5FWF_U$_$4,audio_30_back,audio,45,0.3,14,45,14,0.3111111111111111
F1U26PLiXjM$_$1,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
F6JV-K840EY$_$2,audio_30_back,audio,20,0.3,6,20,6,0.3
FB_b1dm0SRY$_$10,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
FB_b1dm0SRY$_$0,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
FB_b1dm0SRY$_$6,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
FB_b1dm0SRY$_$9,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
FB_b1dm0SRY$_$8,audio_30_back,audio,20,0.3,6,20,6,0.3
FxxJB8hBpyQ$_$1,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
Fy0Uid9afM8$_$0,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
Fy0Uid9afM8$_$3,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
Fy0Uid9afM8$_$5,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
Fy0Uid9afM8$_$4,audio_30_back,audio,9,0.3,3,9,3,0.3333333333333333
H1DpVwktfDQ$_$0,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
HGicRLwgtkM$_$1,audio_30_back,audio,35,0.3,10,35,10,0.2857142857142857
HGicRLwgtkM$_$3,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
HGicRLwgtkM$_$2,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
HGicRLwgtkM$_$6,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
HmXXW45eZL4$_$1,audio_30_back,audio,46,0.3,14,46,14,0.30434782608695654
HmXXW45eZL4$_$4,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
IM6HW1HwHhM$_$11,audio_30_back,audio,25,0.3,8,25,8,0.32
IM6HW1HwHhM$_$15,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
IM6HW1HwHhM$_$17,audio_30_back,audio,25,0.3,8,25,8,0.32
IUmxJNs2zaY$_$3,audio_30_back,audio,32,0.3,10,32,10,0.3125
IUmxJNs2zaY$_$2,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
JAnRCQ9A0vI$_$1,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
JAnRCQ9A0vI$_$0,audio_30_back,audio,10,0.3,3,10,3,0.3
JAnRCQ9A0vI$_$3,audio_30_back,audio,45,0.3,14,45,14,0.3111111111111111
JAnRCQ9A0vI$_$2,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
JAnRCQ9A0vI$_$5,audio_30_back,audio,25,0.3,8,25,8,0.32
JAnRCQ9A0vI$_$4,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
JAnRCQ9A0vI$_$8,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
JOK1SSmPtFw$_$10,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
JOK1SSmPtFw$_$13,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
JOK1SSmPtFw$_$14,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
JOK1SSmPtFw$_$16,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
JOK1SSmPtFw$_$0,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
JOK1SSmPtFw$_$5,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
JOK1SSmPtFw$_$4,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
JOK1SSmPtFw$_$8,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
JPT38CA3sGI$_$1,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
JPT38CA3sGI$_$0,audio_30_back,audio,16,0.3,5,16,5,0.3125
JPT38CA3sGI$_$5,audio_30_back,audio,16,0.3,5,16,5,0.3125
JVpF99zuQhA$_$0,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
JVpF99zuQhA$_$2,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
JVpF99zuQhA$_$4,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
K0m1tO3Ybyc$_$15,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
K0m1tO3Ybyc$_$8,audio_30_back,audio,32,0.3,10,32,10,0.3125
K8gp7ncdUl8$_$5,audio_30_back,audio,35,0.3,10,35,10,0.2857142857142857
KDjl2exStlI$_$10,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
KDjl2exStlI$_$13,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
KDjl2exStlI$_$5,audio_30_back,audio,16,0.3,5,16,5,0.3125
KDjl2exStlI$_$4,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
KkKWFZZmmCM$_$1,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
KpMCvUyQCXg$_$1,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
KpMCvUyQCXg$_$3,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
KpMCvUyQCXg$_$5,audio_30_back,audio,20,0.3,6,20,6,0.3
L1eFHRQGFeg$_$2,audio_30_back,audio,42,0.3,13,42,13,0.30952380952380953
MCsvw5-7lVE$_$1,audio_30_back,audio,38,0.3,11,38,11,0.2894736842105263
MCsvw5-7lVE$_$2,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
MCsvw5-7lVE$_$4,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
MMpo2bDk-DU$_$10,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
MMpo2bDk-DU$_$17,audio_30_back,audio,32,0.3,10,32,10,0.3125
MMpo2bDk-DU$_$16,audio_30_back,audio,20,0.3,6,20,6,0.3
MMpo2bDk-DU$_$19,audio_30_back,audio,25,0.3,8,25,8,0.32
MjaaudUc5-4$_$1,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
MjaaudUc5-4$_$0,audio_30_back,audio,6,0.3,2,6,2,0.3333333333333333
MjaaudUc5-4$_$3,audio_30_back,audio,16,0.3,5,16,5,0.3125
MjaaudUc5-4$_$6,audio_30_back,audio,10,0.3,3,10,3,0.3
MoQmPA7Q07Q$_$1,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
MoQmPA7Q07Q$_$2,audio_30_back,audio,30,0.3,9,30,9,0.3
N1X63d_jgmw$_$5,audio_30_back,audio,44,0.3,13,44,13,0.29545454545454547
N5xfBtD6rLY$_$7,audio_30_back,audio,9,0.3,3,9,3,0.3333333333333333
NoZsdSGnNpI$_$7,audio_30_back,audio,38,0.3,11,38,11,0.2894736842105263
Nrurc5sMUOE$_$5,audio_30_back,audio,47,0.3,14,47,14,0.2978723404255319
Nrurc5sMUOE$_$7,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
Nrurc5sMUOE$_$8,audio_30_back,audio,37,0.3,11,37,11,0.2972972972972973
NzvNW7vP-Co$_$5,audio_30_back,audio,47,0.3,14,47,14,0.2978723404255319
NzvNW7vP-Co$_$4,audio_30_back,audio,16,0.3,5,16,5,0.3125
NzvNW7vP-Co$_$7,audio_30_back,audio,38,0.3,11,38,11,0.2894736842105263
OLP0nCKwU6k$_$6,audio_30_back,audio,47,0.3,14,47,14,0.2978723404255319
OrYBtyO0aPI$_$1,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
OrYBtyO0aPI$_$4,audio_30_back,audio,6,0.3,2,6,2,0.3333333333333333
PboaYD5hlG8$_$10,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
PboaYD5hlG8$_$3,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
PboaYD5hlG8$_$2,audio_30_back,audio,16,0.3,5,16,5,0.3125
PboaYD5hlG8$_$7,audio_30_back,audio,35,0.3,10,35,10,0.2857142857142857
PboaYD5hlG8$_$9,audio_30_back,audio,32,0.3,10,32,10,0.3125
PboaYD5hlG8$_$8,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
Pt-D0LUHDSc$_$2,audio_30_back,audio,25,0.3,8,25,8,0.32
PwapK9d8IGk$_$4,audio_30_back,audio,45,0.3,14,45,14,0.3111111111111111
PyQrAYl1bFs$_$0,audio_30_back,audio,9,0.3,3,9,3,0.3333333333333333
PyQrAYl1bFs$_$3,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
PyQrAYl1bFs$_$4,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
Q4WzApjaCNI$_$0,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
Q7S0tX4FUNA$_$4,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
Q7S0tX4FUNA$_$7,audio_30_back,audio,10,0.3,3,10,3,0.3
Q7S0tX4FUNA$_$8,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
Qa6Yz62V-Yc$_$0,audio_30_back,audio,32,0.3,10,32,10,0.3125
QjcQx8_PQfw$_$10,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
QjcQx8_PQfw$_$7,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
QpchvHpGFc8$_$3,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
RArhIHk4Qs4$_$13,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
RArhIHk4Qs4$_$17,audio_30_back,audio,6,0.3,2,6,2,0.3333333333333333
RArhIHk4Qs4$_$16,audio_30_back,audio,20,0.3,6,20,6,0.3
RArhIHk4Qs4$_$19,audio_30_back,audio,10,0.3,3,10,3,0.3
RArhIHk4Qs4$_$1,audio_30_back,audio,36,0.3,11,36,11,0.3055555555555556
RArhIHk4Qs4$_$2,audio_30_back,audio,30,0.3,9,30,9,0.3
RArhIHk4Qs4$_$7,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
RArhIHk4Qs4$_$6,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
RArhIHk4Qs4$_$8,audio_30_back,audio,8,0.3,2,8,2,0.25
RArhIHk4Qs4$_$21,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
ROcTx5VEn7o$_$11,audio_30_back,audio,35,0.3,10,35,10,0.2857142857142857
ROcTx5VEn7o$_$1,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
ROcTx5VEn7o$_$5,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
ROcTx5VEn7o$_$9,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
RrGpzInAwCg$_$0,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
RzOFxDk26p0$_$1,audio_30_back,audio,46,0.3,14,46,14,0.30434782608695654
RzOFxDk26p0$_$0,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
SHa756SwGJQ$_$0,audio_30_back,audio,16,0.3,5,16,5,0.3125
SHa756SwGJQ$_$2,audio_30_back,audio,30,0.3,9,30,9,0.3
SHa756SwGJQ$_$4,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
SHa756SwGJQ$_$7,audio_30_back,audio,16,0.3,5,16,5,0.3125
SHa756SwGJQ$_$6,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
TH32jop4FiI$_$15,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
TH32jop4FiI$_$17,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
TWszOxkOV0w$_$1,audio_30_back,audio,38,0.3,11,38,11,0.2894736842105263
TXCXFYIc3Yo$_$16,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
TXCXFYIc3Yo$_$2,audio_30_back,audio,20,0.3,6,20,6,0.3
TXCXFYIc3Yo$_$7,audio_30_back,audio,41,0.3,12,41,12,0.2926829268292683
TXCXFYIc3Yo$_$6,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
TYJzg5IJN8o$_$11,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
TYJzg5IJN8o$_$10,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
TYJzg5IJN8o$_$14,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
TYJzg5IJN8o$_$0,audio_30_back,audio,30,0.3,9,30,9,0.3
TYJzg5IJN8o$_$4,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
TYJzg5IJN8o$_$7,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
Uc_6d-fkZEc$_$3,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
UlTJmndbGHM$_$1,audio_30_back,audio,16,0.3,5,16,5,0.3125
UlTJmndbGHM$_$4,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
VbV9S4svrTg$_$13,audio_30_back,audio,8,0.3,2,8,2,0.25
VbV9S4svrTg$_$3,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
VbV9S4svrTg$_$7,audio_30_back,audio,8,0.3,2,8,2,0.25
VbV9S4svrTg$_$8,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
VinxKpWioTo$_$1,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
VinxKpWioTo$_$0,audio_30_back,audio,10,0.3,3,10,3,0.3
VinxKpWioTo$_$3,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
VinxKpWioTo$_$5,audio_30_back,audio,20,0.3,6,20,6,0.3
ViyQVpGW05w$_$1,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
ViyQVpGW05w$_$4,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
ViyQVpGW05w$_$6,audio_30_back,audio,25,0.3,8,25,8,0.32
Vuay0mVKkik$_$3,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
WmQF5RmbsVQ$_$6,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
Wrcf2xtqbkQ$_$9,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
Wrcf2xtqbkQ$_$8,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
